State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Gujarat,AHMADABAD,Urad,2012,Kharif     ,100,100,1
Gujarat,AHMADABAD,Urad,2013,Kharif     ,502,302,0.6
Gujarat,AHMADABAD,Urad,2014,Kharif     ,15,11,0.73
Gujarat,AHMADABAD,Urad,2015,Kharif     ,120,72,0.6
Gujarat,AHMADABAD,Urad,2016,Kharif     ,8724,5303,0.61
Gujarat,AHMADABAD,Urad,2017,Kharif     ,9538,6057,0.64
Gujarat,AHMADABAD,Urad,2018,Kharif     ,2027,225,0.11
Gujarat,AHMADABAD,Urad,2019,Kharif     ,370,246,0.66
Gujarat,AHMADABAD,Wheat,1997,Rabi       ,96000,121400,1.26
Gujarat,AHMADABAD,Wheat,1998,Rabi       ,91600,138900,1.52
Gujarat,AHMADABAD,Wheat,1999,Rabi       ,84000,114800,1.37
Gujarat,AHMADABAD,Wheat,2000,Rabi       ,48700,78500,1.61
Gujarat,AHMADABAD,Wheat,2001,Rabi       ,81000,103500,1.28
Gujarat,AHMADABAD,Wheat,2002,Rabi       ,79500,107400,1.35
Gujarat,AHMADABAD,Wheat,2003,Rabi       ,111400,182600,1.64
Gujarat,AHMADABAD,Wheat,2004,Rabi       ,124300,218000,1.75
Gujarat,AHMADABAD,Wheat,2005,Rabi       ,108000,191900,1.78
Gujarat,AHMADABAD,Wheat,2006,Rabi       ,132400,228900,1.73
Gujarat,AHMADABAD,Wheat,2007,Rabi       ,150200,275600,1.83
Gujarat,AHMADABAD,Wheat,2008,Rabi       ,140800,194600,1.38
Gujarat,AHMADABAD,Wheat,2009,Rabi       ,91500,209500,2.29
Gujarat,AHMADABAD,Wheat,2010,Rabi       ,230400,547600,2.38
Gujarat,AHMADABAD,Wheat,2011,Rabi       ,189800,473900,2.5
Gujarat,AHMADABAD,Wheat,2012,Rabi       ,178800,451100,2.52
Gujarat,AHMADABAD,Wheat,2013,Rabi       ,170692,389532,2.28
Gujarat,AHMADABAD,Wheat,2014,Rabi       ,187637,365854,1.95
Gujarat,AHMADABAD,Wheat,2015,Rabi       ,114178,274549,2.4
Gujarat,AHMADABAD,Wheat,2016,Rabi       ,145858,327496,2.25
Gujarat,AHMADABAD,Wheat,2017,Rabi       ,149384,322047,2.16
Gujarat,AHMADABAD,Wheat,2018,Rabi       ,108703,279010,2.57
Gujarat,AHMADABAD,Wheat,2019,Rabi       ,156379,420609,2.69
Karnataka,BANGALORE RURAL,Arecanut,1998,Whole Year ,479,3226,6.73
Karnataka,BANGALORE RURAL,Arecanut,2000,Whole Year ,514,719,1.4
Karnataka,BANGALORE RURAL,Arecanut,2001,Whole Year ,1828,2557,1.4
Karnataka,BANGALORE RURAL,Arecanut,2003,Whole Year ,1998,2795,1.4
Karnataka,BANGALORE RURAL,Arecanut,2004,Whole Year ,1975,2763,1.4
Karnataka,BANGALORE RURAL,Arecanut,2005,Whole Year ,2099,14137,6.74
Karnataka,BANGALORE RURAL,Arecanut,2006,Whole Year ,2257,3157,1.4
Karnataka,BANGALORE RURAL,Arecanut,2007,Whole Year ,1377,9274,6.73
Karnataka,BANGALORE RURAL,Arecanut,2008,Whole Year ,1338,9011,6.73
Karnataka,BANGALORE RURAL,Arecanut,2009,Whole Year ,1100,7408,6.73
Karnataka,BANGALORE RURAL,Arecanut,2010,Whole Year ,1213,13116,10.81
Karnataka,BANGALORE RURAL,Arecanut,2011,Whole Year ,1615,13079,8.1
Karnataka,BANGALORE RURAL,Arecanut,2012,Whole Year ,1380,11076,8.03
Karnataka,BANGALORE RURAL,Arecanut,2013,Whole Year ,1695,18880,11.14
Karnataka,BANGALORE RURAL,Arecanut,2014,Whole Year ,1519,14055,9.25
Karnataka,BANGALORE RURAL,Arecanut,2015,Whole Year ,1569,15379,9.8
Karnataka,BANGALORE RURAL,Arecanut,2016,Whole Year ,2322,23588,10.16
Karnataka,BANGALORE RURAL,Arecanut,2017,Whole Year ,1911,20726,10.85
Karnataka,BANGALORE RURAL,Arecanut,2018,Whole Year ,2924,26108,8.93
Karnataka,BANGALORE RURAL,Arecanut,2019,Whole Year ,2780,30046,10.81
Karnataka,BANGALORE RURAL,Arhar/Tur,1998,Kharif     ,5522,2151,0.39
Karnataka,BANGALORE RURAL,Arhar/Tur,1999,Kharif     ,5556,3473,0.63
Karnataka,BANGALORE RURAL,Arhar/Tur,2000,Kharif     ,4725,3407,0.72
Karnataka,BANGALORE RURAL,Arhar/Tur,2001,Kharif     ,4503,2798,0.62
Karnataka,BANGALORE RURAL,Arhar/Tur,2002,Kharif     ,3136,1278,0.41
Karnataka,BANGALORE RURAL,Arhar/Tur,2003,Kharif     ,4572,1842,0.4
Karnataka,BANGALORE RURAL,Arhar/Tur,2004,Kharif     ,5331,4269,0.8
Karnataka,BANGALORE RURAL,Arhar/Tur,2005,Kharif     ,4557,3429,0.75
Karnataka,BANGALORE RURAL,Arhar/Tur,2006,Kharif     ,4160,1715,0.41
Karnataka,BANGALORE RURAL,Arhar/Tur,2007,Kharif     ,1296,1069,0.82
Karnataka,BANGALORE RURAL,Arhar/Tur,2008,Kharif     ,1340,1419,1.06
Karnataka,BANGALORE RURAL,Arhar/Tur,2009,Kharif     ,1306,1069,0.82
Karnataka,BANGALORE RURAL,Arhar/Tur,2010,Kharif     ,1640,1806,1.1
Karnataka,BANGALORE RURAL,Arhar/Tur,2011,Kharif     ,1650,1014,0.61
Karnataka,BANGALORE RURAL,Arhar/Tur,2012,Kharif     ,1197,729,0.61
Karnataka,BANGALORE RURAL,Arhar/Tur,2013,Kharif     ,1274,815,0.64
Karnataka,BANGALORE RURAL,Arhar/Tur,2014,Kharif     ,1554,1736,1.12
Karnataka,BANGALORE RURAL,Arhar/Tur,2015,Kharif     ,1416,527,0.37
Karnataka,BANGALORE RURAL,Arhar/Tur,2016,Kharif     ,1274,2301,1.81
Karnataka,BANGALORE RURAL,Arhar/Tur,2017,Kharif     ,1347,1144,0.85
Karnataka,BANGALORE RURAL,Arhar/Tur,2018,Kharif     ,815,782,0.96
Karnataka,BANGALORE RURAL,Arhar/Tur,2019,Kharif     ,822,906,1.1
Karnataka,BANGALORE RURAL,Bajra,2005,Kharif     ,33,19,0.58
Karnataka,BANGALORE RURAL,Bajra,2006,Kharif     ,6,3,0.5
Karnataka,BANGALORE RURAL,Bajra,2007,Kharif     ,4,3,0.75
Karnataka,BANGALORE RURAL,Bajra,2008,Kharif     ,4,2,0.5
Karnataka,BANGALORE RURAL,Bajra,2009,Kharif     ,4,2,0.5
Karnataka,BANGALORE RURAL,Bajra,2010,Kharif     ,4,4,1
Karnataka,BANGALORE RURAL,Bajra,2011,Kharif     ,4,3,0.75
Karnataka,BANGALORE RURAL,Bajra,2012,Kharif     ,5,5,1
Karnataka,BANGALORE RURAL,Bajra,2015,Kharif     ,7,5,0.71
Karnataka,BANGALORE RURAL,Bajra,2016,Kharif     ,5,5,1
Karnataka,BANGALORE RURAL,Bajra,2017,Kharif     ,1,2,2
Karnataka,BANGALORE RURAL,Bajra,2018,Kharif     ,11,10,0.91
Karnataka,BANGALORE RURAL,Bajra,2019,Kharif     ,8,9,1.13
Karnataka,BANGALORE RURAL,Banana,1999,Whole Year ,2467,46158,18.71
Karnataka,BANGALORE RURAL,Banana,2000,Whole Year ,2320,31503,13.58
Karnataka,BANGALORE RURAL,Banana,2002,Whole Year ,2046,25082,12.26
Karnataka,BANGALORE RURAL,Banana,2003,Whole Year ,1910,21873,11.45
Karnataka,BANGALORE RURAL,Banana,2004,Whole Year ,3128,53351,17.06
Karnataka,BANGALORE RURAL,Banana,2005,Whole Year ,3407,48182,14.14
Karnataka,BANGALORE RURAL,Banana,2006,Whole Year ,3317,264763,79.82
Karnataka,BANGALORE RURAL,Banana,2007,Whole Year ,1173,34141,29.11
Karnataka,BANGALORE RURAL,Banana,2008,Whole Year ,1054,26183,24.84
Karnataka,BANGALORE RURAL,Banana,2009,Whole Year ,1172,39752,33.92
Karnataka,BANGALORE RURAL,Banana,2010,Whole Year ,1288,46157,35.84
Karnataka,BANGALORE RURAL,Banana,2011,Whole Year ,875,31914,36.47
Karnataka,BANGALORE RURAL,Black pepper,1999,Whole Year ,5,12,2.4
Karnataka,BANGALORE RURAL,Black pepper,2000,Whole Year ,8,19,2.38
Karnataka,BANGALORE RURAL,Black pepper,2001,Whole Year ,5,12,2.4
Karnataka,BANGALORE RURAL,Black pepper,2002,Whole Year ,2,5,2.5
Karnataka,BANGALORE RURAL,Black pepper,2003,Whole Year ,3,7,2.33
Karnataka,BANGALORE RURAL,Black pepper,2004,Whole Year ,26,63,2.42
Karnataka,BANGALORE RURAL,Black pepper,2005,Whole Year ,1,2,2
Karnataka,BANGALORE RURAL,Black pepper,2007,Whole Year ,1,3,3
Karnataka,BANGALORE RURAL,Black pepper,2008,Whole Year ,1,4,4
Karnataka,BANGALORE RURAL,Black pepper,2009,Whole Year ,1,4,4
Karnataka,BANGALORE RURAL,Black pepper,2010,Whole Year ,1,1,0.6
Karnataka,BANGALORE RURAL,Black pepper,2012,Whole Year ,1,3,3
Karnataka,BANGALORE RURAL,Black pepper,2013,Whole Year ,1,2,2
Karnataka,BANGALORE RURAL,Black pepper,2014,Whole Year ,1,1,0.6
Karnataka,BANGALORE RURAL,Black pepper,2015,Whole Year ,2,2,0.75
Karnataka,BANGALORE RURAL,Cardamom,2005,Whole Year ,1,,0
Karnataka,BANGALORE RURAL,Cardamom,2008,Whole Year ,1,,0
Karnataka,BANGALORE RURAL,Cardamom,2010,Whole Year ,1,,0
Karnataka,BANGALORE RURAL,Cardamom,2018,Whole Year ,2,0,0.1
Karnataka,BANGALORE RURAL,Cardamom,2019,Whole Year ,2,,0
Karnataka,BANGALORE RURAL,Cashewnut,2008,Whole Year ,44,27,0.61
Karnataka,BANGALORE RURAL,Cashewnut,2009,Whole Year ,159,121,0.76
Karnataka,BANGALORE RURAL,Cashewnut,2010,Whole Year ,159,117,0.74
Karnataka,BANGALORE RURAL,Cashewnut,2011,Whole Year ,16,13,0.81
Karnataka,BANGALORE RURAL,Cashewnut,2012,Whole Year ,21,17,0.81
Karnataka,BANGALORE RURAL,Cashewnut,2013,Whole Year ,23,21,0.91
Karnataka,BANGALORE RURAL,Cashewnut,2014,Whole Year ,24,18,0.75
Karnataka,BANGALORE RURAL,Cashewnut,2015,Whole Year ,30,19,0.63
Karnataka,BANGALORE RURAL,Cashewnut,2016,Whole Year ,15,8,0.53
Karnataka,BANGALORE RURAL,Cashewnut,2017,Whole Year ,20,15,0.75
Karnataka,BANGALORE RURAL,Cashewnut,2018,Whole Year ,49,59,1.2
Karnataka,BANGALORE RURAL,Cashewnut,2019,Whole Year ,111,157,1.41
Karnataka,BANGALORE RURAL,Castor seed,1998,Kharif     ,3417,3840,1.12
Karnataka,BANGALORE RURAL,Castor seed,1999,Kharif     ,3659,3434,0.94
Karnataka,BANGALORE RURAL,Castor seed,2000,Kharif     ,3701,5974,1.61
Karnataka,BANGALORE RURAL,Castor seed,2001,Kharif     ,2931,4967,1.69
Karnataka,BANGALORE RURAL,Castor seed,2002,Kharif     ,1622,4364,2.69
Karnataka,BANGALORE RURAL,Castor seed,2003,Kharif     ,2049,6813,3.33
Karnataka,BANGALORE RURAL,Castor seed,2004,Kharif     ,1568,2640,1.68
Karnataka,BANGALORE RURAL,Castor seed,2005,Kharif     ,2137,7396,3.46
Karnataka,BANGALORE RURAL,Castor seed,2006,Kharif     ,1568,2990,1.91
Karnataka,BANGALORE RURAL,Castor seed,2007,Kharif     ,382,256,0.67
Karnataka,BANGALORE RURAL,Castor seed,2008,Kharif     ,340,322,0.95
Karnataka,BANGALORE RURAL,Castor seed,2009,Kharif     ,303,196,0.65
Karnataka,BANGALORE RURAL,Castor seed,2010,Kharif     ,315,264,0.84
Karnataka,BANGALORE RURAL,Castor seed,2011,Kharif     ,203,170,0.84
Karnataka,BANGALORE RURAL,Castor seed,2012,Kharif     ,162,101,0.62
Karnataka,BANGALORE RURAL,Castor seed,2013,Kharif     ,167,149,0.89
Karnataka,BANGALORE RURAL,Castor seed,2014,Kharif     ,233,142,0.61
Karnataka,BANGALORE RURAL,Castor seed,2015,Kharif     ,106,56,0.53
Karnataka,BANGALORE RURAL,Castor seed,2016,Kharif     ,77,38,0.49
Karnataka,BANGALORE RURAL,Castor seed,2017,Kharif     ,97,62,0.64
Karnataka,BANGALORE RURAL,Castor seed,2018,Kharif     ,12,7,0.58
Karnataka,BANGALORE RURAL,Castor seed,2019,Kharif     ,20,18,0.9
Karnataka,BANGALORE RURAL,Coconut ,1998,Whole Year ,14114,67405000,4775.75
Karnataka,BANGALORE RURAL,Coconut ,1999,Whole Year ,14705,70228000,4775.79
Karnataka,BANGALORE RURAL,Coconut ,2000,Whole Year ,15076,71999000,4775.74
Karnataka,BANGALORE RURAL,Coconut ,2001,Whole Year ,21948,78614000,3581.83
Karnataka,BANGALORE RURAL,Coconut ,2002,Whole Year ,21426,76744000,3581.82
Karnataka,BANGALORE RURAL,Coconut ,2003,Whole Year ,20131,72106000,3581.84
Karnataka,BANGALORE RURAL,Coconut ,2004,Whole Year ,19789,70881000,3581.84
Karnataka,BANGALORE RURAL,Coconut ,2005,Whole Year ,19251,68954000,3581.84
Karnataka,BANGALORE RURAL,Coconut ,2006,Whole Year ,19357,69333000,3581.81
Karnataka,BANGALORE RURAL,Coconut ,2007,Whole Year ,3965,20188000,5091.55
Karnataka,BANGALORE RURAL,Coconut ,2008,Whole Year ,4027,27588000,6850.76
Karnataka,BANGALORE RURAL,Coconut ,2009,Whole Year ,4504,32024000,7110.12
Karnataka,BANGALORE RURAL,Coconut ,2010,Whole Year ,4503,43046000,9559.4
Karnataka,BANGALORE RURAL,Coconut ,2011,Whole Year ,4039,40154000,9941.57
Karnataka,BANGALORE RURAL,Coconut ,2012,Whole Year ,3448,33947000,9845.42
Karnataka,BANGALORE RURAL,Coconut ,2013,Whole Year ,2782,22072000,7933.86
Karnataka,BANGALORE RURAL,Coconut ,2014,Whole Year ,2255,20123000,8923.73
Karnataka,BANGALORE RURAL,Coconut ,2015,Whole Year ,2827,23641000,8362.58
Karnataka,BANGALORE RURAL,Coconut ,2016,Whole Year ,2904,22704000,7818.18
Karnataka,BANGALORE RURAL,Coconut ,2017,Whole Year ,2719,21499000,7906.95
Karnataka,BANGALORE RURAL,Coconut ,2018,Whole Year ,3116,22069000,7082.48
Karnataka,BANGALORE RURAL,Coconut ,2019,Whole Year ,3141,25890000,8242.6
Karnataka,BANGALORE RURAL,Coriander,1998,Whole Year ,129,14,0.11
Karnataka,BANGALORE RURAL,Coriander,1999,Whole Year ,143,15,0.1
Karnataka,BANGALORE RURAL,Coriander,2000,Whole Year ,133,14,0.11
Karnataka,BANGALORE RURAL,Coriander,2001,Whole Year ,7,1,0.14
Karnataka,BANGALORE RURAL,Coriander,2005,Whole Year ,86,13,0.15
Karnataka,BANGALORE RURAL,Coriander,2006,Whole Year ,69,11,0.16
Karnataka,BANGALORE RURAL,Coriander,2007,Whole Year ,94,33,0.35
Karnataka,BANGALORE RURAL,Coriander,2008,Whole Year ,55,30,0.55
Karnataka,BANGALORE RURAL,Coriander,2009,Whole Year ,68,33,0.49
Karnataka,BANGALORE RURAL,Coriander,2010,Whole Year ,81,30,0.37
Karnataka,BANGALORE RURAL,Coriander,2011,Whole Year ,70,28,0.4
Karnataka,BANGALORE RURAL,Coriander,2012,Whole Year ,47,19,0.4
Karnataka,BANGALORE RURAL,Coriander,2013,Whole Year ,40,12,0.3
Karnataka,BANGALORE RURAL,Coriander,2014,Whole Year ,37,13,0.35
Karnataka,BANGALORE RURAL,Coriander,2015,Whole Year ,93,40,0.43
Karnataka,BANGALORE RURAL,Coriander,2016,Whole Year ,41,18,0.44
Karnataka,BANGALORE RURAL,Coriander,2017,Whole Year ,1,,0
Karnataka,BANGALORE RURAL,Coriander,2018,Whole Year ,145,130,0.9
Karnataka,BANGALORE RURAL,Cotton(lint),2013,Kharif     ,2,6,3
Karnataka,BANGALORE RURAL,Cotton(lint),2015,Kharif     ,2,4,2
Karnataka,BANGALORE RURAL,Cotton(lint),2018,Kharif     ,3,6,2
Karnataka,BANGALORE RURAL,Cotton(lint),2019,Kharif     ,2,6,3
Karnataka,BANGALORE RURAL,Cotton(lint),2019,Rabi       ,1,1,1
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2010,Kharif     ,996,999,1
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2010,Rabi       ,3,1,0.33
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2011,Kharif     ,845,621,0.73
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2011,Rabi       ,22,8,0.36
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2012,Kharif     ,747,136,0.18
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2012,Rabi       ,36,12,0.33
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2012,Summer     ,2,1,0.5
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2013,Kharif     ,920,404,0.44
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2013,Rabi       ,16,7,0.44
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2014,Kharif     ,591,881,1.49
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2014,Rabi       ,29,11,0.38
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2014,Summer     ,1,,0
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2015,Kharif     ,636,317,0.5
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2015,Rabi       ,22,10,0.45
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2015,Summer     ,2,1,0.5
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2016,Kharif     ,654,501,0.77
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2016,Summer     ,2,,0
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2017,Kharif     ,593,135,0.23
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2017,Rabi       ,13,5,0.38
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2018,Kharif     ,51,19,0.37
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2019,Kharif     ,192,55,0.29
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2019,Rabi       ,5,2,0.4
Karnataka,BANGALORE RURAL,Cowpea(Lobia),2019,Summer     ,1,,0
Karnataka,BANGALORE RURAL,Dry chillies,1998,Whole Year ,1652,627,0.38
Karnataka,BANGALORE RURAL,Dry chillies,1999,Whole Year ,641,655,1.02
Karnataka,BANGALORE RURAL,Dry chillies,2000,Whole Year ,741,597,0.81
Karnataka,BANGALORE RURAL,Dry chillies,2001,Whole Year ,1578,1226,0.78
Karnataka,BANGALORE RURAL,Dry chillies,2002,Whole Year ,722,336,0.47
Karnataka,BANGALORE RURAL,Dry chillies,2003,Whole Year ,230,270,1.17
Karnataka,BANGALORE RURAL,Dry chillies,2004,Whole Year ,940,625,0.66
Karnataka,BANGALORE RURAL,Dry chillies,2005,Kharif     ,1032,750,0.73
Karnataka,BANGALORE RURAL,Dry chillies,2005,Rabi       ,35,57,1.63
Karnataka,BANGALORE RURAL,Dry chillies,2005,Summer     ,7,18,2.57
Karnataka,BANGALORE RURAL,Dry chillies,2006,Whole Year ,915,757,0.83
Karnataka,BANGALORE RURAL,Dry chillies,2007,Kharif     ,336,303,0.9
Karnataka,BANGALORE RURAL,Dry chillies,2007,Rabi       ,6,10,1.67
Karnataka,BANGALORE RURAL,Dry chillies,2007,Summer     ,10,34,3.4
Karnataka,BANGALORE RURAL,Dry chillies,2008,Kharif     ,283,263,0.93
Karnataka,BANGALORE RURAL,Dry chillies,2008,Rabi       ,21,36,1.71
Karnataka,BANGALORE RURAL,Dry chillies,2008,Summer     ,16,52,3.25
Karnataka,BANGALORE RURAL,Dry chillies,2009,Rabi       ,21,63,3
Karnataka,BANGALORE RURAL,Dry chillies,2009,Summer     ,16,74,4.63
Karnataka,BANGALORE RURAL,Dry chillies,2010,Kharif     ,232,191,0.82
Karnataka,BANGALORE RURAL,Dry chillies,2010,Rabi       ,39,106,2.72
Karnataka,BANGALORE RURAL,Dry chillies,2010,Summer     ,29,88,3.03
Karnataka,BANGALORE RURAL,Dry chillies,2011,Kharif     ,303,245,0.81
Karnataka,BANGALORE RURAL,Dry chillies,2011,Rabi       ,39,92,2.36
Karnataka,BANGALORE RURAL,Dry chillies,2011,Summer     ,22,77,3.5
Karnataka,BANGALORE RURAL,Dry chillies,2012,Kharif     ,260,238,0.92
Karnataka,BANGALORE RURAL,Dry chillies,2012,Summer     ,11,31,2.82
Karnataka,BANGALORE RURAL,Dry chillies,2013,Kharif     ,464,514,1.11
Karnataka,BANGALORE RURAL,Dry chillies,2013,Rabi       ,9,17,1.89
Karnataka,BANGALORE RURAL,Dry chillies,2013,Summer     ,2,5,2.5
Karnataka,BANGALORE RURAL,Dry chillies,2014,Kharif     ,366,414,1.13
Karnataka,BANGALORE RURAL,Dry chillies,2014,Rabi       ,24,45,1.88
Karnataka,BANGALORE RURAL,Dry chillies,2014,Summer     ,9,17,1.89
Karnataka,BANGALORE RURAL,Dry chillies,2015,Kharif     ,332,288,0.87
Karnataka,BANGALORE RURAL,Dry chillies,2015,Rabi       ,67,135,2.01
Karnataka,BANGALORE RURAL,Dry chillies,2015,Summer     ,8,15,1.88
Karnataka,BANGALORE RURAL,Dry chillies,2016,Kharif     ,321,646,2.01
Karnataka,BANGALORE RURAL,Dry chillies,2016,Rabi       ,21,45,2.14
Karnataka,BANGALORE RURAL,Dry chillies,2016,Summer     ,14,32,2.29
Karnataka,BANGALORE RURAL,Dry chillies,2017,Kharif     ,292,549,1.88
Karnataka,BANGALORE RURAL,Dry chillies,2017,Rabi       ,4,8,2
Karnataka,BANGALORE RURAL,Garlic,1998,Whole Year ,29,33,1.14
Karnataka,BANGALORE RURAL,Garlic,1999,Whole Year ,19,21,1.11
Karnataka,BANGALORE RURAL,Garlic,2000,Whole Year ,3,3,1
Karnataka,BANGALORE RURAL,Garlic,2005,Whole Year ,8,9,1.13
Karnataka,BANGALORE RURAL,Garlic,2006,Whole Year ,4,5,1.25
Karnataka,BANGALORE RURAL,Garlic,2007,Whole Year ,4,4,1
Karnataka,BANGALORE RURAL,Garlic,2008,Whole Year ,3,7,2.33
Karnataka,BANGALORE RURAL,Garlic,2009,Whole Year ,6,8,1.33
Karnataka,BANGALORE RURAL,Garlic,2010,Whole Year ,9,12,1.33
Karnataka,BANGALORE RURAL,Garlic,2011,Whole Year ,9,11,1.22
Karnataka,BANGALORE RURAL,Garlic,2012,Whole Year ,1,1,1
Karnataka,BANGALORE RURAL,Garlic,2013,Whole Year ,1,1,1
Karnataka,BANGALORE RURAL,Garlic,2014,Whole Year ,3,3,1
Karnataka,BANGALORE RURAL,Garlic,2015,Whole Year ,4,5,1.25
Karnataka,BANGALORE RURAL,Garlic,2017,Whole Year ,1,1,1
Karnataka,BANGALORE RURAL,Garlic,2018,Whole Year ,4,27,6.75
Karnataka,BANGALORE RURAL,Ginger,1998,Kharif     ,34,397,11.68
Karnataka,BANGALORE RURAL,Ginger,1999,Kharif     ,32,374,11.69
Karnataka,BANGALORE RURAL,Ginger,2000,Kharif     ,37,432,11.68
Karnataka,BANGALORE RURAL,Ginger,2001,Kharif     ,59,689,11.68
Karnataka,BANGALORE RURAL,Ginger,2002,Kharif     ,30,350,11.67
Karnataka,BANGALORE RURAL,Ginger,2003,Kharif     ,46,537,11.67
Karnataka,BANGALORE RURAL,Ginger,2004,Kharif     ,51,595,11.67
Karnataka,BANGALORE RURAL,Ginger,2005,Whole Year ,70,817,11.67
Karnataka,BANGALORE RURAL,Ginger,2006,Whole Year ,85,992,11.67
Karnataka,BANGALORE RURAL,Ginger,2007,Whole Year ,67,1375,20.52
Karnataka,BANGALORE RURAL,Ginger,2008,Whole Year ,57,1816,31.86
Karnataka,BANGALORE RURAL,Ginger,2009,Whole Year ,69,2173,31.49
Karnataka,BANGALORE RURAL,Ginger,2010,Whole Year ,71,257,3.62
Karnataka,BANGALORE RURAL,Ginger,2011,Whole Year ,54,172,3.18
Karnataka,BANGALORE RURAL,Ginger,2012,Whole Year ,34,1083,31.85
Karnataka,BANGALORE RURAL,Ginger,2013,Whole Year ,9,249,27.67
Karnataka,BANGALORE RURAL,Ginger,2014,Whole Year ,11,320,29.09
Karnataka,BANGALORE RURAL,Ginger,2015,Whole Year ,42,1568,37.33
Karnataka,BANGALORE RURAL,Ginger,2016,Whole Year ,41,1037,25.29
Karnataka,BANGALORE RURAL,Ginger,2017,Whole Year ,41,1059,25.83
Karnataka,BANGALORE RURAL,Ginger,2018,Whole Year ,111,1708,15.39
Karnataka,BANGALORE RURAL,Ginger,2019,Whole Year ,179,1872,10.46
Karnataka,BANGALORE RURAL,Gram,1998,Rabi       ,50,35,0.7
Karnataka,BANGALORE RURAL,Gram,1999,Rabi       ,36,22,0.61
Karnataka,BANGALORE RURAL,Gram,2000,Rabi       ,20,13,0.65
Karnataka,BANGALORE RURAL,Gram,2001,Rabi       ,12,7,0.58
Karnataka,BANGALORE RURAL,Gram,2003,Rabi       ,67,22,0.33
Karnataka,BANGALORE RURAL,Gram,2004,Rabi       ,142,73,0.51
Karnataka,BANGALORE RURAL,Gram,2005,Rabi       ,100,55,0.55
Karnataka,BANGALORE RURAL,Gram,2006,Kharif     ,45,6,0.13
Karnataka,BANGALORE RURAL,Gram,2006,Rabi       ,23,17,0.74
Karnataka,BANGALORE RURAL,Gram,2007,Rabi       ,94,56,0.6
Karnataka,BANGALORE RURAL,Gram,2008,Rabi       ,82,44,0.54
Karnataka,BANGALORE RURAL,Gram,2009,Kharif     ,1553,1217,0.78
Karnataka,BANGALORE RURAL,Gram,2009,Rabi       ,1678,786,0.47
Karnataka,BANGALORE RURAL,Gram,2010,Rabi       ,315,193,0.61
Karnataka,BANGALORE RURAL,Gram,2011,Rabi       ,305,123,0.4
Karnataka,BANGALORE RURAL,Gram,2012,Rabi       ,39,25,0.64
Karnataka,BANGALORE RURAL,Gram,2013,Rabi       ,229,173,0.76
Karnataka,BANGALORE RURAL,Gram,2014,Rabi       ,270,194,0.72
Karnataka,BANGALORE RURAL,Gram,2015,Rabi       ,87,34,0.39
Karnataka,BANGALORE RURAL,Gram,2016,Rabi       ,214,126,0.59
Karnataka,BANGALORE RURAL,Gram,2017,Rabi       ,135,104,0.77
Karnataka,BANGALORE RURAL,Gram,2018,Rabi       ,81,39,0.48
Karnataka,BANGALORE RURAL,Gram,2019,Rabi       ,52,39,0.75
Karnataka,BANGALORE RURAL,Groundnut,1998,Kharif     ,23543,24490,1.04
Karnataka,BANGALORE RURAL,Groundnut,1998,Rabi       ,1113,1319,1.19
Karnataka,BANGALORE RURAL,Groundnut,1999,Kharif     ,18643,14273,0.77
Karnataka,BANGALORE RURAL,Groundnut,1999,Rabi       ,488,536,1.1
Karnataka,BANGALORE RURAL,Groundnut,2000,Kharif     ,17892,16596,0.93
Karnataka,BANGALORE RURAL,Groundnut,2000,Rabi       ,1039,1055,1.02
Karnataka,BANGALORE RURAL,Groundnut,2001,Kharif     ,12305,14116,1.15
Karnataka,BANGALORE RURAL,Groundnut,2002,Kharif     ,10732,10261,0.96
Karnataka,BANGALORE RURAL,Groundnut,2002,Rabi       ,56,63,1.13
Karnataka,BANGALORE RURAL,Groundnut,2003,Kharif     ,10930,9735,0.89
Karnataka,BANGALORE RURAL,Groundnut,2003,Rabi       ,422,410,0.97
Karnataka,BANGALORE RURAL,Groundnut,2004,Kharif     ,16645,22683,1.36
Karnataka,BANGALORE RURAL,Groundnut,2004,Rabi       ,467,425,0.91
Karnataka,BANGALORE RURAL,Groundnut,2005,Kharif     ,14516,10850,0.75
